cust_id,name,city,state,email,age,member,Channel
1088,Elliott Davis,Hesperia,CA,ElliottDavis@hotmail.com,18,yes,google search
1123, Ari Long,Fontana,CA, AriLong@hotmail.com,42,No,google search
1167, Dante Lafleur,Santa Clara,CA, DanteLafleur@hotmail.com,47,No,google search
3, Eloise Tang,Westminster,CO, EloiseTang@gmail.com,30,yes,instagram
62, Aubrey Foster,Santa Clara,CA, AubreyFoster@gmail.com,18,no,instagram
172, Celeste Johnson,New York,NY, CelesteJohnson@gmail.com,43,yes,instagram
178, Theo Collins,West Covina,CA, TheoCollins@gmail.com,41,yes,instagram
283, Genevieve Anderson,Las Vegas,NV, GenevieveAnderson@gmail.com,32,no,instagram
308, Adalyn Evans,Glendale,AZ, AdalynEvans@gmail.com,30,no,instagram
310,Myles Walker,Riverside,CA,MylesWalker@gmail.com,15,no,instagram
328, Grayson Peterson,Memphis,TN, GraysonPeterson@gmail.com,24,yes,instagram
349, Sasha ichiro,Aurora,CO, Sashaichiro@gmail.com,25,yes,instagram
488, Jasper Lewis,Edison,NJ, JasperLewis@gmail.com,39,yes,instagram
522, Opal gunderson,Carlsbad,CA, Opalgunderson@gmail.com,25,yes,instagram
523, Maeve Kim,Garden Grove,CA, MaeveKim@gmail.com,45,yes,instagram
623, Gideon Kim,El Cajon,CA, GideonKim@gmail.com,41,no,instagram
703,Aiden Garcia,Temecula,CA,AidenGarcia@gmail.com,10,no,instagram
706, Aubrey Edwards,Denver,CO, AubreyEdwards@gmail.com,29,no,instagram
728, Harlow Chung,Dallas,TX, HarlowChung@gmail.com,16,no,instagram
735, Gideon Jackson,Amarillo,TX, GideonJackson@gmail.com,40,no,instagram
758, Noah Park,Paradise,NV, NoahPark@gmail.com,53,no,instagram
831, Caspian Martin,Henderson,NV, CaspianMartin@gmail.com,27,yes,instagram
861, Lennox Perez,Aurora,CO, LennoxPerez@aol.com,46,yes,instagram
926, Evelyn Park,Fort Collins,CO, EvelynPark@yahoo.com,16,yes,instagram
966, Marley Walker,Springfield,IL, MarleyWalker@yahoo.com,43,yes,instagram
998, Jude Chang,Fresno,CA, JudeChang@yahoo.com,37,yes,instagram
1019, Aurora Graham,St. George,UT, AuroraGraham@hotmail.com,47,yes,instagram
1041, Theo Harris,Albuquerque,NM, TheoHarris@hotmail.com,40,yes,instagram
1093, Malachi Anderson,Arlington,TX, MalachiAnderson@hotmail.com,27,yes,instagram
1095, Jasper Lee,Hillsboro,OR, JasperLee@hotmail.com,13,yes,instagram
1, Cyrus Nelson,McAllen,TX, CyrusNelson@gmail.com,54,no,referred by someone
60, Hannah Peterson,Winston-Salem,NC, HannahPeterson@gmail.com,52,no,referred by someone
87, Ruth Mitchell,Akron,OH, RuthMitchell@gmail.com,42,yes,referred by someone
114, Dahlia Tang,Lubbock,TX, DahliaTang@gmail.com,23,yes,referred by someone
300, Declan Smith,Corona,CA, DeclanSmith@gmail.com,11,no,referred by someone
368, Asher Hernandez,Killeen,TX, AsherHernandez@gmail.com,12,yes,referred by someone
418, Micah Tomlin,Santa Ana,CA, MicahTomlin@gmail.com,34,yes,referred by someone
493, Gemma Bailey,El Cajon,CA, GemmaBailey@gmail.com,16,yes,referred by someone
627, Callan Hill,Lexington ,KY, CallanHill@gmail.com,9,no,referred by someone
770, Skye Davis,Riverside,CA, SkyeDavis@gmail.com,48,no,referred by someone
807, Rose Rodriguez,Tacoma,WA, RoseRodriguez@gmail.com,26,yes,referred by someone
857, Maeve Perez,Sunrise Manor,NV, MaevePerez@aol.com,51,yes,referred by someone
868, Thomas Campbell,Bakersfield,CA, ThomasCampbell@yahoo.com,13,yes,referred by someone
874, Ezra Chung,Greeley,CO, EzraChung@yahoo.com,54,yes,referred by someone
917,Norah Johnson,Miami,FL,NorahJohnson@yahoo.com,27,yes,referred by someone
938, Brody Foster,Oxnard,CA, BrodyFoster@yahoo.com,36,yes,referred by someone
1020, Gavin Chung,Hayward,CA, GavinChung@hotmail.com,44,yes,referred by someone
22, Opal Clark,Denton,TX, OpalClark@gmail.com,42,no,special event
27, Kai Allen,Augusta ,GA, KaiAllen@gmail.com,48,no,special event
40, Skye Reed,Newark,NJ, SkyeReed@gmail.com,22,no,special event
78, Orion Anderson,Cleveland,OH, OrionAnderson@gmail.com,40,no,special event
143, Clover Sanders,Waco,TX, CloverSanders@gmail.com,52,yes,special event
219, Luca Day,Fort Wayne,IN, LucaDay@gmail.com,31,yes,special event
286, Alastair Walker,Concord,CA, AlastairWalker@gmail.com,30,no,special event
394, Emerson Martin,Oklahoma City,OK, EmersonMartin@gmail.com,40,yes,special event
670, Jamie White,Arlington,TX, JamieWhite@gmail.com,37,no,special event
726,Margo Martin,Tyler,TX,MargoMartin@gmail.com,53,no,special event
845, Aurelia Phillips,Lynn,MA, AureliaPhillips@aol.com,20,yes,special event
846, Liam Anderson,Lowell,MA, LiamAnderson@aol.com,33,yes,special event
851, Calliope Smith,Denton,TX, CalliopeSmith@aol.com,13,yes,special event
862, Cyrus Lee,Cleveland,OH, CyrusLee@aol.com,26,yes,special event
941, Fletcher King,Salinas,CA, FletcherKing@yahoo.com,33,yes,special event
1126, Ruth ohtani,Raleigh,NC, Ruthohtani@hotmail.com,32,No,special event
1158, Naomi Edwards,Cedar Rapids,IA, NaomiEdwards@hotmail.com,11,No,special event
56,Elliott Duncan,Pembroke Pines,FL,ElliottDuncan@gmail.com,45,no,tik tok
64, Elliot Harris,Yonkers,NY, ElliotHarris@gmail.com,36,no,tik tok
65, Vivian Bailey,Coral Springs,FL, VivianBailey@gmail.com,42,no,tik tok
159, Arlo Duncan,Provo,UT, ArloDuncan@gmail.com,34,yes,tik tok
256, Clove Jenkins,Rockford,IL, CloveJenkins@gmail.com,16,yes,tik tok
281, Matthew Clark,Port St. Lucie,FL, MatthewClark@gmail.com,12,no,tik tok
284, Josephine Evans,Bakersfield,CA, JosephineEvans@gmail.com,42,no,tik tok
327, Lucien Cooper,Kansas City,KS, LucienCooper@gmail.com,51,no,tik tok
339, Andrew Nelson,Killeen,TX, AndrewNelson@gmail.com,54,yes,tik tok
360, Luca Rodriguez,Santa Clarita,CA, LucaRodriguez@gmail.com,49,yes,tik tok
366, Cadence Thomas,Athens ,GA, CadenceThomas@gmail.com,43,yes,tik tok
378,Sofia Sanchez,Tuscaloosa,AL,SofiaSanchez@gmail.com,16,yes,tik tok
383, Sawyer Won,St. Petersburg,FL, SawyerWon@gmail.com,54,yes,tik tok
393, Miles Campbell,Memphis,TN, MilesCampbell@gmail.com,39,yes,tik tok
432, Layla Kim,Mesquite,TX, LaylaKim@gmail.com,48,yes,tik tok
475, Orion Collins,Tampa,FL, OrionCollins@gmail.com,17,yes,tik tok
554, Teagan Carter,Washington,DC, TeaganCarter@gmail.com,15,yes,tik tok
725, Clove Duncan,Denver,CO, CloveDuncan@gmail.com,17,no,tik tok
832, River Hernandez,Cleveland,OH, RiverHernandez@aol.com,45,yes,tik tok
1061, Declan Campbell,Temecula,CA, DeclanCampbell@hotmail.com,36,yes,tik tok
1077, Mason Baker,Conroe,TX, MasonBaker@hotmail.com,26,yes,tik tok
1109, Harlow Brooks,Oakland,CA, HarlowBrooks@hotmail.com,9,No,tik tok
1132, Lincoln Kim,Cary,NC, LincolnKim@hotmail.com,25,No,tik tok
413, Nora Murray,Los Angeles,CA, NoraMurray@gmail.com,46,yes,tv show
325, Luna Chavez,Broken Arrow,OK, LunaChavez@gmail.com,41,no,email news blast
1143, Cadence guthrie,Concord,CA, Cadenceguthrie@hotmail.com,46,No,email news blast
598, Lennox Evans,Carlsbad,CA, LennoxEvans@gmail.com,44,no,google search
715, Genevieve Baker,Enterprise,NV, GenevieveBaker@gmail.com,28,no,google search
987, James Johnson,Clovis,CA, JamesJohnson@yahoo.com,51,yes,google search
110, Atticus Murray,Enterprise,NV, AtticusMurray@gmail.com,47,no,instagram
319, Ainsley White,Murfreesboro,TN, AinsleyWhite@gmail.com,51,no,instagram
340, Nova Graham,Greeley,CO, NovaGraham@gmail.com,43,yes,instagram
439, Carter Griffin,The Woodlands,TX, CarterGriffin@gmail.com,34,yes,instagram
749, Callan Thompson,Albuquerque,NM, CallanThompson@gmail.com,47,no,instagram
21, Emmett Campbell,Santa Clara,CA, EmmettCampbell@gmail.com,8,no,referred by someone
991, Adam Long,West Covina,CA, AdamLong@yahoo.com,50,yes,referred by someone
1085, Wyatt Thomas,South Fulton,GA, WyattThomas@hotmail.com,32,yes,referred by someone
332, Gwendolyn Evans,Waco,TX, GwendolynEvans@gmail.com,12,yes,special event
175, Amelia Stewart,Boulder,CO, AmeliaStewart@gmail.com,13,yes,tv show
422, Ruby Ramirez,Allen,TX, RubyRamirez@gmail.com,47,yes,tv show
561, Grayson Duncan,Goodyear,AZ, GraysonDuncan@gmail.com,44,yes,tv show
649, Aurelia Clark,Brownsville,TX, AureliaClark@gmail.com,51,no,tv show
1040, Willow Chung,Greensboro,NC, WillowChung@hotmail.com,54,yes,tv show
1145, Autumn Campbell,Reno,NV, AutumnCampbell@hotmail.com,33,No,tv show
664, Noah King,Antioch,CA, NoahKing@gmail.com,46,no,email news blast
667, Nathaniel Hernandez,Pembroke Pines,FL, NathanielHernandez@gmail.com,24,no,email news blast
811, Ember Hughes,Sioux Falls,SD, EmberHughes@gmail.com,54,yes,email news blast
1024, Marigold Lee,Aurora,CO, MarigoldLee@hotmail.com,20,yes,email news blast
1075, Samuel Vrabel,Gilbert,AZ, SamuelVrabel@hotmail.com,14,yes,email news blast
6, Eva Ramirez,North Charleston,SC, EvaRamirez@gmail.com,46,yes,google search
309,Regan Park,Washington,DC,ReganPark@gmail.com,37,no,google search
720, Wren Baker,Downey,CA, WrenBaker@gmail.com,48,no,google search
1029, Lily Robinson,Billings,MT, LilyRobinson@hotmail.com,15,yes,google search
264, Finn Peterson,Louisville ,KY, FinnPeterson@gmail.com,47,no,instagram
417, Noah Sanchez,Hesperia,CA, NoahSanchez@gmail.com,49,yes,instagram
461, Liam Jackson,Jacksonville,FL, LiamJackson@gmail.com,34,yes,instagram
520, Hudson Carter,Metairie,LA, HudsonCarter@gmail.com,53,yes,instagram
628, Violet Roberts,Albany,NY, VioletRoberts@gmail.com,16,no,instagram
744, Adrian Cooper,High Point,NC, AdrianCooper@gmail.com,15,no,instagram
863,Emilia Robinson,Santa Clarita,CA,EmiliaRobinson@aol.com,49,yes,instagram
1131, Elliott Cruz,Jackson,MS, ElliottCruz@hotmail.com,41,No,instagram
85, Adler White,Joliet,IL, AdlerWhite@gmail.com,21,yes,referred by someone
402, Eleanor Bennett,Memphis,TN, EleanorBennett@gmail.com,15,yes,referred by someone
478, Henry Johnson,South Fulton,GA, HenryJohnson@gmail.com,12,yes,referred by someone
489, Meadow gunthers,Pasadena,CA, Meadowgunthers@gmail.com,44,yes,referred by someone
577, Arden Rodriguez,North Charleston,SC, ArdenRodriguez@gmail.com,18,yes,referred by someone
716, Amelia Murphy,Philadelphia,PA, AmeliaMurphy@gmail.com,38,no,referred by someone
428, Addison Thompson,Fullerton,CA, AddisonThompson@gmail.com,14,yes,special event
953, Ruby Young,Fort Worth,TX, RubyYoung@yahoo.com,32,yes,special event
291, Luca Murray,Springfield,IL, LucaMurray@gmail.com,43,no,tik tok
1073, Cassidy Peterson,Eugene,OR, CassidyPeterson@hotmail.com,17,yes,tik tok
1074, Brennan Edwards,Jersey City,NJ, BrennanEdwards@hotmail.com,11,yes,tik tok
1091, Eloise Campbell,Wilmington,NC, EloiseCampbell@hotmail.com,21,yes,tik tok
144, Daniel Graham,Thousand Oaks,CA, DanielGraham@gmail.com,47,yes,tv show
692, Rose Allen,Dearborn,MI, RoseAllen@gmail.com,14,no,tv show
921, Eliza Thomas,Omaha,NE, ElizaThomas@yahoo.com,39,yes,tv show
1023, Maya Johnson,Santa Clara,CA, MayaJohnson@hotmail.com,24,yes,tv show
1025, Dante Scott,Little Rock,AR, DanteScott@hotmail.com,48,yes,tv show
1155, Jude Lee,Joliet,IL, JudeLee@hotmail.com,16,No,tv show
199, Dominic Duncan,Springfield,IL, DominicDuncan@gmail.com,11,yes,email news blast
293, Jude Park,Rialto,CA, JudePark@gmail.com,32,no,email news blast
963, Owen Park,Gresham,OR, OwenPark@yahoo.com,51,yes,email news blast
1127, Audrey Simmons,Thornton,CO, AudreySimmons@hotmail.com,30,No,email news blast
9, Stella Hughes,Concord,CA, StellaHughes@gmail.com,39,no,google search
11, Clove Collins,Los Angeles,CA, CloveCollins@gmail.com,54,no,google search
148, Dante Collins,Scottsdale,AZ, DanteCollins@gmail.com,35,yes,google search
659, Orion Clark,Roseville,CA, OrionClark@gmail.com,41,no,google search
719, Riley Campbell,San Antonio,TX, RileyCampbell@gmail.com,21,no,google search
324, August Baker,Thousand Oaks,CA, AugustBaker@gmail.com,19,no,instagram
558, Cyrus Garcia,Clovis,CA, CyrusGarcia@gmail.com,38,yes,instagram
775, Dominic Robinson,Springfield,IL, DominicRobinson@gmail.com,31,no,instagram
1033,Greyson guthrie,Sunrise Manor,NV,Greysonguthrie@hotmail.com,14,yes,instagram
494, Morgan Duncan,Fullerton,CA, MorganDuncan@gmail.com,29,yes,referred by someone
896, Jackson Nelson,Bakersfield,CA, JacksonNelson@yahoo.com,51,yes,referred by someone
606,Juliette Griffin,Fort Lauderdale,FL,JulietteGriffin@gmail.com,40,no,special event
5, Aria Cruz,St. George,UT, AriaCruz@gmail.com,44,yes,tik tok
249, Astrid Morgan,St. Petersburg,FL, AstridMorgan@gmail.com,22,yes,tik tok
589, Vivienne Johnson,Carmel,IN, VivienneJohnson@gmail.com,26,yes,tik tok
668, Holden Phillips,Rochester,NY, HoldenPhillips@gmail.com,21,no,tik tok
772, Akira Harris,Davenport,IA, AkiraHarris@gmail.com,53,no,tik tok
879, Luca Wang,Corpus Christi,TX, LucaWang@yahoo.com,22,yes,tik tok
167, Carter Cruz,Metairie,LA, CarterCruz@gmail.com,12,yes,email news blast
215, Milo Long,Elk Grove ,CA, MiloLong@gmail.com,49,yes,email news blast
269, Eden Bennett,Vancouver,WA, EdenBennett@gmail.com,30,no,email news blast
214,Emilia Roberts,Brockton,MA,EmiliaRoberts@gmail.com,15,yes,instagram
843, Eleanor Stewart,Las Cruces,NM, EleanorStewart@aol.com,27,yes,instagram
380, Atticus Murphy,Norfolk,VA, AtticusMurphy@gmail.com,38,yes,referred by someone
483, Matthew Wilson,San Antonio,TX, MatthewWilson@gmail.com,14,yes,referred by someone
243, Morgan Parker,Toledo,OH, MorganParker@gmail.com,40,yes,special event
564, Jane Robinson,Elizabeth,NJ, JaneRobinson@gmail.com,20,yes,tik tok
